race,age_group,state,population
Non-Hispanic More than one race,All Ages,Ohio,247689
Non-Hispanic More than one race,All Ages,Oklahoma,221287
Non-Hispanic More than one race,All Ages,Oregon,136950
Non-Hispanic More than one race,All Ages,Pennsylvania,214315
Non-Hispanic More than one race,All Ages,Rhode Island,22143
Non-Hispanic More than one race,All Ages,South Carolina,87266
Non-Hispanic More than one race,All Ages,South Dakota,18937
Non-Hispanic More than one race,All Ages,Tennessee,118682
Non-Hispanic More than one race,All Ages,Texas,427000
Non-Hispanic More than one race,All Ages,United States,7114666
Non-Hispanic More than one race,All Ages,Utah,66465
Non-Hispanic More than one race,All Ages,Vermont,11331
Non-Hispanic More than one race,All Ages,Virginia,227501
Non-Hispanic More than one race,All Ages,Washington,308353
Non-Hispanic More than one race,All Ages,West Virginia,30663
Non-Hispanic More than one race,All Ages,Wisconsin,98672
Non-Hispanic More than one race,All Ages,Wyoming,10241
Non-Hispanic More than one race,Under 25 years,Alabama,45275
Non-Hispanic More than one race,Under 25 years,Alaska,29056
Non-Hispanic More than one race,Under 25 years,Arizona,84703
Non-Hispanic More than one race,Under 25 years,Arkansas,34367
Non-Hispanic More than one race,Under 25 years,California,578382
Non-Hispanic More than one race,Under 25 years,Colorado,74506
Non-Hispanic More than one race,Under 25 years,Connecticut,38422
Non-Hispanic More than one race,Under 25 years,Delaware,14011
Non-Hispanic More than one race,Under 25 years,District of Columbia,7077
Non-Hispanic More than one race,Under 25 years,Florida,201790
Non-Hispanic More than one race,Under 25 years,Georgia,117693
Non-Hispanic More than one race,Under 25 years,Hawaii,122794
Non-Hispanic More than one race,Under 25 years,Idaho,20327
Non-Hispanic More than one race,Under 25 years,Illinois,127293
Non-Hispanic More than one race,Under 25 years,Indiana,82949
Non-Hispanic More than one race,Under 25 years,Iowa,37471
Non-Hispanic More than one race,Under 25 years,Kansas,47905
Non-Hispanic More than one race,Under 25 years,Kentucky,53419
Non-Hispanic More than one race,Under 25 years,Louisiana,42924
Non-Hispanic More than one race,Under 25 years,Maine,12479
Non-Hispanic More than one race,Under 25 years,Maryland,88157
Non-Hispanic More than one race,Under 25 years,Massachusetts,74097
Non-Hispanic More than one race,Under 25 years,Michigan,135833
Non-Hispanic More than one race,Under 25 years,Minnesota,83433
Non-Hispanic More than one race,Under 25 years,Mississippi,22177
Non-Hispanic More than one race,Under 25 years,Missouri,79909
Non-Hispanic More than one race,Under 25 years,Montana,14316
Non-Hispanic More than one race,Under 25 years,Nebraska,24436
Non-Hispanic More than one race,Under 25 years,Nevada,57514
Non-Hispanic More than one race,Under 25 years,New Hampshire,12141
Non-Hispanic More than one race,Under 25 years,New Jersey,78969
Non-Hispanic More than one race,Under 25 years,New Mexico,16529
Non-Hispanic More than one race,Under 25 years,New York,192302
Non-Hispanic More than one race,Under 25 years,North Carolina,126189
Non-Hispanic More than one race,Under 25 years,North Dakota,9846
Non-Hispanic More than one race,Under 25 years,Ohio,159842
Non-Hispanic More than one race,Under 25 years,Oklahoma,119495
Non-Hispanic More than one race,Under 25 years,Oregon,72700
Non-Hispanic More than one race,Under 25 years,Pennsylvania,134925
Non-Hispanic More than one race,Under 25 years,Rhode Island,13236
Non-Hispanic More than one race,Under 25 years,South Carolina,55977
Non-Hispanic More than one race,Under 25 years,South Dakota,12286
Non-Hispanic More than one race,Under 25 years,Tennessee,73049
Non-Hispanic More than one race,Under 25 years,Texas,247674
Non-Hispanic More than one race,Under 25 years,United States,4130567
Non-Hispanic More than one race,Under 25 years,Utah,43920
Non-Hispanic More than one race,Under 25 years,Vermont,6110
Non-Hispanic More than one race,Under 25 years,Virginia,138653
Non-Hispanic More than one race,Under 25 years,Washington,174106
Non-Hispanic More than one race,Under 25 years,West Virginia,19118
Non-Hispanic More than one race,Under 25 years,Wisconsin,64861
Non-Hispanic More than one race,Under 25 years,Wyoming,5924
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Alabama,18
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Alaska,29
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Arizona,66
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Arkansas,20
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,California,1609
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Colorado,25
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Connecticut,13
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Delaware,8
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,District of Columbia,3
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Florida,129
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Georgia,25
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Hawaii,1987
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Idaho,12
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Illinois,25
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Indiana,9
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Iowa,10
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Kansas,9
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Kentucky,8
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Louisiana,8
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Maine,6
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Maryland,36
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Massachusetts,30
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Michigan,26
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Minnesota,12
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Mississippi,14
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Missouri,36
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Montana,7
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Nebraska,5
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Nevada,112
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,New Hampshire,1
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,New Jersey,38
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,New Mexico,7
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,New York,135
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,North Carolina,55
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,North Dakota,2
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Ohio,14
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Oklahoma,29
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Oregon,75
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Pennsylvania,27
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Rhode Island,8
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,South Carolina,7
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,South Dakota,2
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Tennessee,21
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Texas,123
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,United States,5188
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Utah,100
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Vermont,0
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Virginia,29
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Washington,201
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,West Virginia,1
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Wisconsin,12
Non-Hispanic Native Hawaiian or Other Pacific Islander, 85 years and over,Wyoming,4
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Alabama,424
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Alaska,1861
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Arizona,2668
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Arkansas,1797
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,California,24611
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Colorado,1415
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Connecticut,165
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Delaware,56
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,District of Columbia,98
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Florida,2146
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Georgia,1092
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Hawaii,21507
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Idaho,597
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Illinois,630
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Indiana,427
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Iowa,753
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Kansas,538
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Kentucky,541
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Louisiana,318
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Maine,46
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Maryland,471
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Massachusetts,574
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Michigan,424
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Minnesota,566
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Mississippi,191
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Missouri,1403
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Montana,130
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Nebraska,203
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Nevada,3421
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,New Hampshire,83
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,New Jersey,440
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,New Mexico,229
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,New York,1568
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,North Carolina,1128
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,North Dakota,122
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Ohio,762
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Oklahoma,1268
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Oregon,3340
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Pennsylvania,622
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Rhode Island,102
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,South Carolina,570
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,South Dakota,109
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Tennessee,664
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Texas,4436
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,United States,101983
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Utah,5687
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Vermont,23
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Virginia,1152
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Washington,10085
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,West Virginia,64
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Wisconsin,388
Non-Hispanic Native Hawaiian or Other Pacific Islander,25-34 years,Wyoming,68
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,Alabama,387
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,Alaska,1305
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,Arizona,2224
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,Arkansas,1712
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,California,20844
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,Colorado,1176
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,Connecticut,183
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,Delaware,43
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,District of Columbia,51
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,Florida,2128
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,Georgia,1040
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,Hawaii,18428
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,Idaho,513
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,Illinois,551
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,Indiana,392
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,Iowa,614
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,Kansas,422
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,Kentucky,493
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,Louisiana,264
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,Maine,61
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,Maryland,500
Non-Hispanic Native Hawaiian or Other Pacific Islander,35-44 years,Massachusetts,391
